elapsed_ms,pid,cpu,func,offset,reg,old_value,new_value,instruction
-1782284466297.705,22435,15,test09_indirect_call_multiarg,0x1b,RAX,0x0000781be3e14190,0x0000000000000026,"mov 0x28fd(%rip),%rax"
-1782284466297.697,22435,15,test09_indirect_call_multiarg,0x26,RAX,0x0000000000000026,0x0000781be3e13433,"mov -0x8(%rbp),%rax"
-1782284466297.657,22435,15,test_target_arg,0x4,RSP,0x0000781bd58fe870,0x0000781bd58fe868,push %rbp
-1782284466297.604,22435,15,test_target_arg,0x20,RAX,0x0000000000000014,0x000000000000001e,"add %edx,%eax"
-1782284466297.564,22435,15,test_target_arg,0x33,RAX,0x0000781be3e14044,0x0000000000000000,call 1210 <printf@plt>
-1782284466297.547,22435,15,test_target_arg,0x3a,RSP,0x0000781bd58fe850,0x0000781bd58fe868,ret
-1782284466297.539,22435,15,test09_indirect_call_multiarg,0x3c,RSP,0x0000781bd58fe868,0x0000781bd58fe870,leave
-1782284466297.531,22435,15,test09_indirect_call_multiarg,0x3d,RSP,0x0000781bd58fe870,0x0000781bd58fe888,ret
-1782284466297.507,22435,15,test10_volatile_fptr,0x4,RSP,0x0000781bd58fe890,0x0000781bd58fe888,push %rbp
-1782284466297.401,22435,15,test10_volatile_fptr,0x1b,RAX,0x0000781be3e141b8,0x0000000000000034,"mov 0x28b7(%rip),%rax"
-1782284466297.389,22435,15,test10_volatile_fptr,0x26,RAX,0x0000000000000034,0x0000781be3e133b9,"mov -0x8(%rbp),%rax"
-1782284466297.373,22435,15,test_target_a,0x4,RSP,0x0000781bd58fe870,0x0000781bd58fe868,push %rbp
-1782284466297.330,22435,15,test_target_a,0x19,RSP,0x0000781bd58fe860,0x0000781bd58fe868,ret
-1782284466297.323,22435,15,test10_volatile_fptr,0x2d,RSP,0x0000781bd58fe868,0x0000781bd58fe870,leave
-1782284466297.313,22435,15,test10_volatile_fptr,0x2e,RSP,0x0000781bd58fe870,0x0000781bd58fe888,ret
-1782284466297.289,22435,15,test11_conditional_indirect,0x4,RSP,0x0000781bd58fe890,0x0000781bd58fe888,push %rbp
-1782284466297.235,22435,15,test11_conditional_indirect,0x23,RAX,0x0000781be3e141f0,0x0000000000000000,call 1210 <printf@plt>
-1782284466297.206,22435,15,test11_conditional_indirect,0x2e,RAX,0x0000000000000000,0x0000000000000028,"mov 0x2875(%rip),%rax"
-1782284466297.196,22435,15,test11_conditional_indirect,0x46,RAX,0x0000000000000028,0x0000781be3e133b9,"mov -0x8(%rbp),%rax"
-1782284466297.182,22435,15,test_target_a,0x4,RSP,0x0000781bd58fe860,0x0000781bd58fe858,push %rbp
-1782284466297.123,22435,15,test_target_a,0x19,RSP,0x0000781bd58fe850,0x0000781bd58fe858,ret
-1782284466297.116,22435,15,test11_conditional_indirect,0x4d,RSP,0x0000781bd58fe858,0x0000781bd58fe860,leave
-1782284466297.109,22435,15,test11_conditional_indirect,0x4e,RSP,0x0000781bd58fe860,0x0000781bd58fe888,ret
-1782284466297.090,22435,15,test12_switch_style,0x4,RSP,0x0000781bd58fe890,0x0000781bd58fe888,push %rbp
-1782284466297.036,22435,15,test12_switch_style,0x23,RAX,0x0000781be3e14220,0x0000000000000000,call 1210 <printf@plt>
-1782284466297.003,22435,15,test12_switch_style,0x64,RAX,0x0000000000000000,0x0000000000000024,"mov 0x2800(%rip),%rax"
-1782284466296.995,22435,15,test12_switch_style,0x84,RAX,0x0000000000000024,0x0000781be3e133ed,"mov -0x8(%rbp),%rax"
-1782284466296.981,22435,15,test_target_c,0x4,RSP,0x0000781bd58fe860,0x0000781bd58fe858,push %rbp
-1782284466296.915,22435,15,test_target_c,0x19,RSP,0x0000781bd58fe850,0x0000781bd58fe858,ret
-1782284466296.907,22435,15,test12_switch_style,0x8b,RSP,0x0000781bd58fe858,0x0000781bd58fe860,leave
-1782284466296.900,22435,15,test12_switch_style,0x8c,RSP,0x0000781bd58fe860,0x0000781bd58fe888,ret
-1782284466296.887,22435,15,test13_runtime_computed_target,0x4,RSP,0x0000781bd58fe890,0x0000781bd58fe888,push %rbp
-1782284466296.861,22435,15,test13_runtime_computed_target,0x19,RAX,0x0000000000000011,0xb16581c513940500,"xor %eax,%eax"
-1782284466296.854,22435,15,test13_runtime_computed_target,0x1b,RAX,0xb16581c513940500,0x0000000000000000,"lea 0xa34(%rip),%rax"
-1782284466296.812,22435,15,test13_runtime_computed_target,0x2a,RAX,0x0000781be3e14248,0x0000000000000025,"mov 0x279d(%rip),%rax"
-1782284466296.803,22435,15,test13_runtime_computed_target,0x35,RAX,0x0000000000000025,0x0000781be3e133b9,"mov 0x2772(%rip),%rax"
-1782284466296.796,22435,15,test13_runtime_computed_target,0x40,RAX,0x0000781be3e133b9,0x0000781be3e133d3,"mov 0x2797(%rip),%rax"
-1782284466296.789,22435,15,test13_runtime_computed_target,0x52,RAX,0x0000781be3e133d3,0x0000781be3e133ed,"mov -0x2c(%rbp),%eax"
-1782284466296.768,22435,15,test_target_c,0x4,RSP,0x0000781bd58fe850,0x0000781bd58fe848,push %rbp
-1782284466296.723,22435,15,test_target_c,0x19,RSP,0x0000781bd58fe840,0x0000781bd58fe848,ret
-1782284466296.708,22435,15,test13_runtime_computed_target,0x6b,RAX,0x0000000000000011,0xb16581c513940500,"sub %fs:0x28,%rax"
-1782284466296.694,22435,15,test13_runtime_computed_target,0x7c,RSP,0x0000781bd58fe850,0x0000781bd58fe888,ret
-1782284466296.665,22435,15,test14_ret_chain,0x4,RSP,0x0000781bd58fe890,0x0000781bd58fe888,push %rbp
-1782284466296.630,22435,15,test14_ret_chain,0x17,RAX,0x0000781be3e14298,0x0000000000000029,call 1260 <test14_ret_chain_mid@plt>
-1782284466296.625,22435,15,test14_ret_chain_mid,0x4,RSP,0x0000781bd58fe880,0x0000781bd58fe878,push %rbp
-1782284466296.571,22435,15,test14_ret_chain_mid,0x17,RAX,0x0000781be3e14281,0x0000000000000013,call 1270 <test14_ret_chain_deep@plt>
-1782284466296.566,22435,15,test14_ret_chain_deep,0x4,RSP,0x0000781bd58fe870,0x0000781bd58fe868,push %rbp
-1782284466296.525,22435,15,test14_ret_chain_deep,0x19,RSP,0x0000781bd58fe860,0x0000781bd58fe868,ret
-1782284466296.518,22435,15,test14_ret_chain_mid,0x1d,RSP,0x0000781bd58fe868,0x0000781bd58fe870,pop %rbp
-1782284466296.511,22435,15,test14_ret_chain_mid,0x1e,RSP,0x0000781bd58fe870,0x0000781bd58fe878,ret
-1782284466296.504,22435,15,test14_ret_chain,0x1d,RSP,0x0000781bd58fe878,0x0000781bd58fe880,pop %rbp
-1782284466296.497,22435,15,test14_ret_chain,0x1e,RSP,0x0000781bd58fe880,0x0000781bd58fe888,ret
-1782284466296.485,22435,15,test15_double_indirect,0x4,RSP,0x0000781bd58fe890,0x0000781bd58fe888,push %rbp
-1782284466296.444,22435,15,test15_double_indirect,0x1b,RAX,0x0000781be3e142c8,0x0000000000000022,"mov 0x26a7(%rip),%rax"
-1782284466296.437,22435,15,test15_double_indirect,0x26,RAX,0x0000000000000022,0x0000781be3e16120,"mov -0x10(%rbp),%rax"
-1782284466296.422,22435,15,test15_double_indirect,0x31,RAX,0x0000781be3e16120,0x0000781be3e133b9,"mov -0x8(%rbp),%rax"
-1782284466296.408,22435,15,test_target_a,0x4,RSP,0x0000781bd58fe870,0x0000781bd58fe868,push %rbp
-1782284466296.367,22435,15,test_target_a,0x19,RSP,0x0000781bd58fe860,0x0000781bd58fe868,ret
-1782284466296.360,22435,15,test15_double_indirect,0x38,RSP,0x0000781bd58fe868,0x0000781bd58fe870,leave
-1782284466296.353,22435,15,test15_double_indirect,0x39,RSP,0x0000781bd58fe870,0x0000781bd58fe888,ret
-1782284466296.339,22435,15,test16_returned_fptr_call,0x4,RSP,0x0000781bd58fe890,0x0000781bd58fe888,push %rbp
-1782284466296.297,22435,15,test16_returned_fptr_call,0x1b,RDI,0x0000781be3e142f0,0x0000781be3e05710,"mov $0x1,%edi"
-1782284466296.285,22435,15,get_target,0x4,RSP,0x0000781bd58fe870,0x0000781bd58fe868,push %rbp
-1782284466296.260,22435,15,get_target,0x1c,RAX,0x0000000000000028,0xb16581c513940500,"xor %eax,%eax"
-1782284466296.253,22435,15,get_target,0x1e,RAX,0xb16581c513940500,0x0000000000000000,"mov 0x269a(%rip),%rax"
-1782284466296.246,22435,15,get_target,0x29,RAX,0x0000000000000000,0x0000781be3e133b9,"mov 0x266f(%rip),%rax"
-1782284466296.238,22435,15,get_target,0x34,RAX,0x0000781be3e133b9,0x0000781be3e133d3,"mov 0x2694(%rip),%rax"
-1782284466296.217,22435,15,get_target,0x4c,RAX,0x0000781be3e133ed,0x0000000055555556,"shr $0x20,%rax"
-1782284466296.197,22435,15,get_target,0x55,RAX,0x0000000000000000,0x0000000000000001,"sar $0x1f,%eax"
-1782284466296.135,22435,15,get_target,0x70,RDX,0x0000000000000001,0xb16581c513940500,"sub %fs:0x28,%rdx"
-1782284466296.120,22435,15,get_target,0x81,RSP,0x0000781bd58fe830,0x0000781bd58fe868,ret
-1782284466296.099,22435,15,test_target_b,0x4,RSP,0x0000781bd58fe870,0x0000781bd58fe868,push %rbp
-1782284466296.038,22435,15,test_target_b,0x19,RSP,0x0000781bd58fe860,0x0000781bd58fe868,ret
-1782284466296.031,22435,15,test16_returned_fptr_call,0x30,RSP,0x0000781bd58fe868,0x0000781bd58fe870,leave
-1782284466296.023,22435,15,test16_returned_fptr_call,0x31,RSP,0x0000781bd58fe870,0x0000781bd58fe888,ret
-1782284466296.010,22435,15,test17_nested_struct_fptr,0x4,RSP,0x0000781bd58fe890,0x0000781bd58fe888,push %rbp
-1782284466295.985,22435,15,test17_nested_struct_fptr,0x19,RAX,0x0000000000000011,0xb16581c513940500,"xor %eax,%eax"
-1782284466295.978,22435,15,test17_nested_struct_fptr,0x1b,RAX,0xb16581c513940500,0x0000000000000000,"lea 0x941(%rip),%rax"
-1782284466295.949,22435,15,test17_nested_struct_fptr,0x2a,RAX,0x0000781be3e14318,0x0000000000000024,"mov 0x25ba(%rip),%rax"
-1782284466295.942,22435,15,test17_nested_struct_fptr,0x3c,RAX,0x0000000000000024,0x0000781be3e133d3,"mov -0x30(%rbp),%rax"
-1782284466295.928,22435,15,test_target_b,0x4,RSP,0x0000781bd58fe850,0x0000781bd58fe848,push %rbp
-1782284466295.886,22435,15,test_target_b,0x19,RSP,0x0000781bd58fe840,0x0000781bd58fe848,ret
-1782284466295.872,22435,15,test17_nested_struct_fptr,0x47,RAX,0x0000000000000011,0xb16581c513940500,"sub %fs:0x28,%rax"
-1782284466295.858,22435,15,test17_nested_struct_fptr,0x58,RSP,0x0000781bd58fe850,0x0000781bd58fe888,ret
-1782284466295.796,22435,15,test_all,0x96,RSP,0x0000781bd58fe890,0x0000781bd58fe898,ret
-1782284465789.094,22435,15,test_all,0x17,RAX,0x0000781be3e14340,0x0000000000000027,call 12d0 <test01_global_fptr_call@plt>
-1782284465789.085,22435,15,test01_global_fptr_call,0x4,RSP,0x0000781bd58fe890,0x0000781bd58fe888,push %rbp
-1782284465789.045,22435,15,test01_global_fptr_call,0x17,RAX,0x0000781be3e14058,0x0000000000000022,"mov 0x2b2c(%rip),%rax"
-1782284465789.037,22435,15,test01_global_fptr_call,0x1e,RAX,0x0000000000000022,0x0000781be3e160e0,"mov (%rax),%rax"
-1782284465789.028,22435,15,test01_global_fptr_call,0x21,RAX,0x0000781be3e160e0,0x0000781be3e133b9,call *%rax
-1782284465789.018,22435,15,test_target_a,0x4,RSP,0x0000781bd58fe880,0x0000781bd58fe878,push %rbp
-1782284465788.973,22435,15,test_target_a,0x19,RSP,0x0000781bd58fe870,0x0000781bd58fe878,ret
-1782284465788.965,22435,15,test01_global_fptr_call,0x24,RSP,0x0000781bd58fe878,0x0000781bd58fe880,pop %rbp
-1782284465788.957,22435,15,test01_global_fptr_call,0x25,RSP,0x0000781bd58fe880,0x0000781bd58fe888,ret
-1782284465788.943,22435,15,test02_local_fptr_call,0x4,RSP,0x0000781bd58fe890,0x0000781bd58fe888,push %rbp
-1782284465788.897,22435,15,test02_local_fptr_call,0x1b,RAX,0x0000781be3e14080,0x0000000000000021,"mov 0x2aea(%rip),%rax"
-1782284465788.889,22435,15,test02_local_fptr_call,0x26,RAX,0x0000000000000021,0x0000781be3e133d3,"mov -0x8(%rbp),%rax"
-1782284465788.874,22435,15,test_target_b,0x4,RSP,0x0000781bd58fe870,0x0000781bd58fe868,push %rbp
-1782284465788.829,22435,15,test_target_b,0x19,RSP,0x0000781bd58fe860,0x0000781bd58fe868,ret
-1782284465788.821,22435,15,test02_local_fptr_call,0x2d,RSP,0x0000781bd58fe868,0x0000781bd58fe870,leave
-1782284465788.813,22435,15,test02_local_fptr_call,0x2e,RSP,0x0000781bd58fe870,0x0000781bd58fe888,ret
-1782284465788.792,22435,15,test03_table_fptr_call,0x4,RSP,0x0000781bd58fe890,0x0000781bd58fe888,push %rbp
-1782284465788.732,22435,15,test03_table_fptr_call,0x23,RAX,0x0000781be3e140a8,0x0000000000000000,call 1210 <printf@plt>
-1782284465788.697,22435,15,test03_table_fptr_call,0x34,RAX,0x0000000000000000,0x0000000000000025,"mov -0x4(%rbp),%eax"
-1782284465788.687,22435,15,test03_table_fptr_call,0x41,RAX,0x0000000000000025,0x0000000000000002,"lea 0x2bf5(%rip),%rax"
-1782284465788.679,22435,15,test03_table_fptr_call,0x4c,RAX,0x0000000000000002,0x0000781be3e133ed,call *%rax
-1782284465788.670,22435,15,test_target_c,0x4,RSP,0x0000781bd58fe870,0x0000781bd58fe868,push %rbp
-1782284465788.599,22435,15,test_target_c,0x19,RSP,0x0000781bd58fe860,0x0000781bd58fe868,ret
-1782284465788.591,22435,15,test03_table_fptr_call,0x4f,RSP,0x0000781bd58fe868,0x0000781bd58fe870,leave
-1782284465788.583,22435,15,test03_table_fptr_call,0x50,RSP,0x0000781bd58fe870,0x0000781bd58fe888,ret
-1782284465788.547,22435,15,test04_stack_fptr_call,0x4,RSP,0x0000781bd58fe890,0x0000781bd58fe888,push %rbp
-1782284465787.825,22435,15,test04_stack_fptr_call,0x1b,RAX,0x0000781be3e140d0,0x0000000000000027,"mov 0x2a9a(%rip),%rax"
-1782284465787.803,22435,15,test04_stack_fptr_call,0x26,RAX,0x0000000000000027,0x0000781be3e133ed,"mov -0x8(%rbp),%rax"
-1782284465787.777,22435,15,test_target_c,0x4,RSP,0x0000781bd58fe870,0x0000781bd58fe868,push %rbp
-1782284465787.522,22435,15,test_target_c,0x19,RSP,0x0000781bd58fe860,0x0000781bd58fe868,ret
-1782284465787.451,22435,15,test04_stack_fptr_call,0x35,RSP,0x0000781bd58fe868,0x0000781bd58fe870,leave
-1782284465787.441,22435,15,test04_stack_fptr_call,0x36,RSP,0x0000781bd58fe870,0x0000781bd58fe888,ret
-1782284465787.395,22435,15,test05_vtable_call,0x4,RSP,0x0000781bd58fe890,0x0000781bd58fe888,push %rbp
-1782284465786.767,22435,15,test05_vtable_call,0x1b,RAX,0x0000781be3e140f8,0x0000000000000020,"mov 0x2a53(%rip),%rax"
-1782284465786.754,22435,15,test05_vtable_call,0x26,RAX,0x0000000000000020,0x0000781be3e133b9,"mov 0x2a28(%rip),%rax"
-1782284465786.745,22435,15,test05_vtable_call,0x38,RAX,0x0000781be3e133b9,0x0000781be3e133d3,"mov -0x20(%rbp),%rax"
-1782284465786.735,22435,15,test05_vtable_call,0x3c,RAX,0x0000781be3e133d3,0x0000781be3e133b9,call *%rax
-1782284465786.724,22435,15,test_target_a,0x4,RSP,0x0000781bd58fe860,0x0000781bd58fe858,push %rbp
-1782284465786.666,22435,15,test_target_a,0x19,RSP,0x0000781bd58fe850,0x0000781bd58fe858,ret
-1782284465786.648,22435,15,test05_vtable_call,0x42,RAX,0x0000000000000011,0x0000781be3e133d3,call *%rax
-1782284465786.638,22435,15,test_target_b,0x4,RSP,0x0000781bd58fe860,0x0000781bd58fe858,push %rbp
-1782284465786.558,22435,15,test_target_b,0x19,RSP,0x0000781bd58fe850,0x0000781bd58fe858,ret
-1782284465786.526,22435,15,test05_vtable_call,0x45,RSP,0x0000781bd58fe858,0x0000781bd58fe860,leave
-1782284465786.514,22435,15,test05_vtable_call,0x46,RSP,0x0000781bd58fe860,0x0000781bd58fe888,ret
-1782284465786.493,22435,15,test06_callback_arg,0x4,RSP,0x0000781bd58fe890,0x0000781bd58fe888,push %rbp
-1782284465786.446,22435,15,test06_callback_arg,0x17,RAX,0x0000781be3e14118,0x0000000000000024,"mov 0x29cf(%rip),%rax"
-1782284465786.421,22435,15,call_via_fp,0x4,RSP,0x0000781bd58fe880,0x0000781bd58fe878,push %rbp
-1782284465786.379,22435,15,test_target_d,0x4,RSP,0x0000781bd58fe860,0x0000781bd58fe858,push %rbp
-1782284465786.338,22435,15,test_target_d,0x19,RSP,0x0000781bd58fe850,0x0000781bd58fe858,ret
-1782284465786.332,22435,15,call_via_fp,0x17,RSP,0x0000781bd58fe858,0x0000781bd58fe860,leave
-1782284465786.325,22435,15,call_via_fp,0x18,RSP,0x0000781bd58fe860,0x0000781bd58fe878,ret
-1782284465786.319,22435,15,test06_callback_arg,0x27,RSP,0x0000781bd58fe878,0x0000781bd58fe880,pop %rbp
-1782284465786.313,22435,15,test06_callback_arg,0x28,RSP,0x0000781bd58fe880,0x0000781bd58fe888,ret
-1782284465786.296,22435,15,test07_indirect_jump,0x4,RSP,0x0000781bd58fe890,0x0000781bd58fe888,push %rbp
-1782284465786.273,22435,15,test07_indirect_jump,0x1c,RAX,0x0000000000000011,0xb16581c513940500,"xor %eax,%eax"
-1782284465786.267,22435,15,test07_indirect_jump,0x1e,RAX,0xb16581c513940500,0x0000000000000000,"lea 0xb43(%rip),%rax"
-1782284465786.247,22435,15,test07_indirect_jump,0x2d,RAX,0x0000781be3e1413c,0x000000000000001a,"mov 0x29b8(%rip),%rax"
-1782284465786.241,22435,15,test07_indirect_jump,0x38,RAX,0x000000000000001a,0x0000781be3e133b9,"mov 0x298d(%rip),%rax"
-1782284465786.235,22435,15,test07_indirect_jump,0x43,RAX,0x0000781be3e133b9,0x0000781be3e133d3,"mov -0x34(%rbp),%eax"
-1782284465786.229,22435,15,test07_indirect_jump,0x46,RAX,0x0000781be3e133d3,0x0000000000000000,"and $0x1,%eax"
-1782284465786.223,22435,15,test07_indirect_jump,0x54,RAX,0x0000000000000000,0x0000781be3e133b9,"mov -0x28(%rbp),%rax"
-1782284465786.211,22435,15,test_target_a,0x4,RSP,0x0000781bd58fe840,0x0000781bd58fe838,push %rbp
-1782284465786.179,22435,15,test_target_a,0x19,RSP,0x0000781bd58fe830,0x0000781bd58fe838,ret
-1782284465786.167,22435,15,test07_indirect_jump,0x65,RAX,0x0000000000000011,0x0000781be3e133ed,"mov -0x30(%rbp),%rax"
-1782284465786.155,22435,15,test_target_c,0x4,RSP,0x0000781bd58fe840,0x0000781bd58fe838,push %rbp
-1782284465786.102,22435,15,test_target_c,0x19,RSP,0x0000781bd58fe830,0x0000781bd58fe838,ret
-1782284465786.090,22435,15,test07_indirect_jump,0x70,RAX,0x0000000000000011,0xb16581c513940500,"sub %fs:0x28,%rax"
-1782284465786.077,22435,15,test07_indirect_jump,0x81,RSP,0x0000781bd58fe840,0x0000781bd58fe888,ret
-1782284465786.060,22435,15,test08_indirect_call_with_retval,0x4,RSP,0x0000781bd58fe890,0x0000781bd58fe888,push %rbp
-1782284465786.008,22435,15,test08_indirect_call_with_retval,0x1e,RAX,0x0000781be3e14158,0x0000000000000025,"mov 0x2935(%rip),%rax"
-1782284465786.001,22435,15,test08_indirect_call_with_retval,0x29,RAX,0x0000000000000025,0x0000781be3e13421,"mov -0x14(%rbp),%eax"
-1782284465785.975,22435,15,test_target_ret_int,0x4,RSP,0x0000781bd58fe860,0x0000781bd58fe858,push %rbp
-1782284465785.947,22435,15,test_target_ret_int,0x11,RSP,0x0000781bd58fe850,0x0000781bd58fe858,ret
-1782284465785.911,22435,15,test08_indirect_call_with_retval,0x4b,RAX,0x0000781be3e1417d,0x0000000000000000,call 1210 <printf@plt>
-1782284465785.896,22435,15,test08_indirect_call_with_retval,0x52,RSP,0x0000781bd58fe860,0x0000781bd58fe888,ret
-1782284465785.886,22435,15,test09_indirect_call_multiarg,0x4,RSP,0x0000781bd58fe890,0x0000781bd58fe888,push %rbp
-1782284465785.701,22435,15,test09_indirect_call_multiarg,0x1b,RAX,0x0000781be3e14190,0x0000000000000026,"mov 0x28fd(%rip),%rax"
